No,card,credit1,credit2,work,age,sex,90days,14days,CP
1600,B,800000,800000,2,33,0,15813,30583,1
1601,R,800000,800000,7,31,1,8554,10599,1
1602,B,800000,300000,4,53,1,15525,9519,1
1603,B,600000,600000,3,26,1,31412,8421,1
1604,A,1300000,1300000,2,53,1,124930,29879,1
1605,B,400000,400000,7,32,1,7406,15321,1
1606,B,1200000,1200000,2,39,1,123674,16957,1
1607,B,1300000,1300000,2,31,1,89580,41330,1
1608,B,600000,300000,4,51,1,,13689,1
1609,B,800000,800000,3,38,1,12700,20785,1
1610,B,800000,800000,2,57,1,150,10297,1
1611,B,1300000,1300000,2,32,1,93537,17437,1
1612,B,800000,800000,3,25,0,27694,9225,1
1613,B,1200000,1200000,2,32,1,65086,11408,1
1614,B,600000,600000,2,35,1,43316,20634,1
1615,B,800000,800000,1,64,0,67600,64212,1
1616,B,1300000,1300000,2,31,1,29858,5654,1
1617,B,1200000,1200000,1,56,0,19120,1539,1
1618,B,700000,700000,5,83,1,,11970,1
1619,B,200000,200000,2,26,0,34893,10419,1
1620,B,800000,800000,2,44,1,36539,8723,1
1621,B,800000,800000,7,56,1,53088,34520,1
1622,A,900000,300000,6,22,1,256346,18973,1
1623,B,1200000,1200000,2,35,1,63240,1144,1
1624,B,1200000,1200000,2,42,1,40990,1675,1
1625,B,800000,800000,3,56,1,31003,16269,1
1626,B,600000,300000,7,59,1,0,7218,1
1627,B,700000,700000,2,35,0,44714,48600,1
1628,B,1200000,1200000,2,36,1,42943,23369,1
1629,B,600000,300000,8,86,1,29681,12435,1
1630,B,600000,600000,2,24,1,5758,5127,1
1631,B,500000,300000,7,50,1,10323,4743,1
1632,B,700000,700000,2,28,0,1444,2516,1
1633,B,1000000,1000000,2,27,1,99857,22242,1
1634,B,1100000,1100000,2,51,0,110408,46506,1
1635,B,1300000,1300000,7,71,0,111080,3195,1
1636,B,600000,600000,7,65,1,15790,1206,1
1637,B,1300000,1300000,3,35,0,36399,2926,1
1638,B,1100000,1100000,2,35,1,11000,4313,1
1639,B,600000,600000,2,31,1,0,18375,1
1640,B,600000,600000,7,41,1,15995,25569,1
1641,B,400000,400000,1,37,1,1178,1244,1
1642,A,700000,700000,2,35,1,8077,24102,1
1643,B,500000,300000,6,21,1,83070,15055,1
1644,B,800000,300000,7,55,1,5719,16187,1
1645,B,1300000,300000,4,52,1,199210,14348,1
1646,B,600000,600000,2,29,1,5866,19404,1
1647,B,800000,800000,7,62,1,0,13171,1
1648,R,1100000,300000,6,23,1,18084,5675,1
1649,A,1000000,1000000,2,63,1,7795,1485,1
1650,B,1200000,500000,2,47,1,100047,21126,1
1651,B,1200000,500000,2,47,1,,21126,1
1652,B,1300000,1300000,2,55,1,147726,16259,1
1653,B,1300000,1300000,7,74,1,20397,5912,1
1654,B,1300000,1300000,10,48,1,7769,28061,1
1655,B,800000,800000,7,48,1,50602,20690,1
1656,B,800000,800000,11,44,1,99471,59400,1
1657,B,500000,500000,2,44,1,22498,9882,1
1658,A,1300000,1300000,4,69,1,172708,1129,1
1659,B,1100000,1100000,2,28,1,92524,4455,1
1660,B,800000,300000,2,59,1,0,13835,1
1661,B,1200000,1200000,2,51,1,115980,11520,1
1662,B,800000,400000,4,67,1,39000,14929,1
1663,B,1200000,300000,7,46,1,0,10732,1
1664,B,500000,500000,8,68,1,29503,35995,1
1665,B,800000,300000,4,57,1,1119,13221,1
1666,B,700000,700000,8,77,0,59,6105,1
1667,A,1100000,300000,6,22,1,33459,41240,1
1668,B,1300000,1300000,2,41,1,107627,21855,1
1669,B,800000,800000,2,39,0,52281,19071,1
1670,A,1300000,1300000,1,85,0,183381,7764,1
1671,B,800000,800000,4,60,1,111259,684,1
1672,B,600000,600000,2,36,1,12479,8933,1
1673,A,700000,700000,2,40,1,36628,12402,1
1674,B,1000000,1000000,12,73,1,484898,22366,1
1675,B,500000,300000,6,26,1,5070,14976,1
1676,B,200000,200000,2,26,1,95456,9297,1
1677,B,200000,200000,2,29,1,21682,52228,1
1678,B,600000,600000,2,24,1,134603,13057,1
1679,B,700000,300000,13,28,1,4100,5859,1
1680,B,600000,600000,2,27,1,38376,6745,1
1681,B,800000,300000,4,35,1,3002,36063,1
1682,B,800000,800000,2,31,0,19300,95130,1
1683,R,1000000,1000000,2,25,1,91784,32175,1
1684,B,900000,400000,2,24,1,5220,10800,1
1685,B,1300000,300000,2,39,1,71308,14147,1
1686,B,1300000,300000,7,34,1,77100,43353,1
1687,B,800000,800000,2,36,1,11370,61141,1
1688,B,800000,800000,7,56,1,0,157500,1
1689,R,1100000,1100000,2,27,1,90432,14289,1
1690,B,1000000,1000000,2,38,1,4895,50283,1
1691,B,1300000,1300000,2,35,1,0,152886,1
1692,B,700000,700000,2,28,1,317181,14940,1
1693,B,600000,600000,2,33,1,68627,33561,1
1694,B,700000,700000,4,74,1,9640,15930,1
1695,B,1200000,1200000,2,38,0,5548,26234,1
1696,B,800000,800000,5,41,1,,44596,1
1697,A,700000,700000,2,47,1,80175,19354,1
1698,B,1000000,1000000,3,67,1,4810,1140,1
1699,B,800000,800000,2,25,1,19616,1397,1
1700,A,800000,800000,1,52,1,33405,86957,1
1701,B,800000,800000,2,28,1,3886,22500,1
1702,B,600000,600000,4,77,1,27797,11385,1
1703,B,700000,300000,7,57,1,41507,28350,1
1704,B,500000,500000,2,29,1,78073,30124,1
1705,B,800000,300000,7,58,1,19678,19345,1
1706,B,600000,600000,2,29,1,346498,83025,1
1707,B,700000,700000,2,29,1,297140,39600,1
1708,B,1300000,1300000,2,50,0,0,144036,1
1709,B,800000,800000,2,49,0,,12870,1
1710,B,1200000,1000000,2,25,1,59057,9396,1
1711,B,1300000,1300000,1,63,1,,36522,1
1712,B,700000,700000,2,24,1,24962,54791,1
1713,R,700000,700000,2,24,1,14370,13871,1
1714,B,1200000,1200000,2,27,1,51095,36791,1
1715,B,800000,800000,2,31,1,45264,22226,1
1716,B,700000,700000,2,35,1,1463,27463,1
1717,B,600000,600000,2,31,0,3772,29547,1
1718,B,1300000,1300000,2,45,0,3143,7334,1
1719,B,500000,300000,2,25,1,0,4330,1
1720,B,1100000,1000000,2,25,1,17626,45308,1
1721,A,800000,800000,2,52,1,21965,65516,1
1722,R,800000,800000,2,43,1,0,8910,1
1723,A,1200000,1200000,2,34,1,101005,13683,1
1724,B,1300000,1100000,2,25,1,46896,27747,1
1725,B,800000,800000,2,31,1,0,45388,1
1726,B,1000000,300000,4,49,1,62279,58125,1
1727,B,800000,800000,10,42,1,10833,9588,1
1728,A,1300000,1300000,2,31,1,3160,32175,1
1729,B,700000,700000,2,31,0,10680,18900,1
1730,B,500000,300000,2,23,0,6584,38158,1
1731,B,500000,300000,2,23,0,5674,38158,1
1732,B,800000,800000,2,26,1,191563,36758,1
1733,B,1300000,700000,2,36,1,19388,5516,1
1734,B,1300000,1300000,2,27,0,9215,8921,1
1735,B,800000,800000,2,31,0,5605,15538,1
1736,B,800000,800000,2,38,1,0,5643,1
1737,A,500000,500000,2,28,1,20667,55079,1
1738,B,800000,800000,2,31,1,3835,180000,1
1739,B,1200000,1200000,2,27,1,82025,44154,1
1740,B,700000,700000,2,25,1,16285,48024,1
1741,A,700000,700000,5,65,1,68032,24605,1
1742,B,500000,500000,2,33,1,,29705,1
1743,B,600000,600000,2,28,0,18868,59591,1
1744,B,1300000,1300000,2,39,0,0,30681,1
1745,B,700000,700000,13,28,1,10000,14940,1
1746,R,800000,800000,2,49,1,0,63494,1
1747,B,800000,300000,7,48,1,0,4033,1
1748,B,600000,600000,2,24,1,0,18558,1
1749,B,800000,800000,2,53,1,10920,1404,1
1750,B,500000,500000,2,25,0,,15930,1
1751,B,800000,700000,8,68,1,1780,1524,1
1752,B,800000,800000,2,26,0,19018,43056,1
1753,B,800000,800000,4,29,1,4667,2772,1
1754,A,200000,200000,2,26,1,27355,21411,1
1755,B,600000,600000,4,39,1,54864,12079,1
1756,B,800000,800000,2,26,0,17865,15884,1
1757,B,200000,200000,13,27,1,10850,10548,1
1758,R,800000,800000,2,23,1,139295,50441,1
1759,B,800000,800000,2,41,1,1093,57465,1
1760,B,800000,300000,6,23,1,44939,43971,1
1761,B,800000,800000,3,29,0,87000,27632,1
1762,A,900000,900000,3,24,1,365574,5346,1
1763,A,900000,900000,3,24,1,0,5346,1
1764,B,700000,300000,6,25,0,18000,30177,1
1765,B,700000,500000,2,25,1,164343,15148,1
1766,B,1000000,1000000,1,34,1,3200,55152,1
1767,B,700000,700000,2,25,1,51284,24994,1
1768,B,500000,500000,2,34,1,50350,4581,1
1769,B,700000,700000,2,26,1,15609,58347,1
1770,B,1300000,300000,7,44,1,118256,3366,1
1771,B,800000,800000,5,73,1,0,0,1
1772,B,1100000,700000,8,69,1,49894,13577,1
1773,B,800000,800000,2,40,1,82178,9089,1
1774,B,200000,200000,6,22,1,225229,31275,1
1775,B,600000,600000,2,26,1,30113,31788,1
1776,B,1200000,1200000,4,46,1,65654,19206,1
1777,B,1100000,700000,2,28,1,74272,13365,1
1778,B,800000,800000,3,25,1,134312,21663,1
1779,B,800000,800000,3,27,1,,19593,1
1780,B,600000,600000,7,30,0,35062,39416,1
1781,B,700000,300000,11,64,1,0,99036,1
1782,B,600000,300000,7,49,1,32425,32390,1
1783,B,1000000,300000,7,39,1,122420,8219,1
1784,B,400000,400000,2,32,0,12000,155060,1
1785,B,800000,300000,6,21,1,607,27474,1
1786,B,500000,500000,2,26,1,72360,6795,1
1787,R,700000,400000,2,48,1,11704,22978,1
1788,B,800000,300000,7,55,1,48886,21087,1
1789,B,300000,300000,6,22,1,63220,32458,1
1790,B,1200000,1200000,2,27,1,51720,44587,1
1791,B,700000,700000,2,25,1,9405,81270,1
1792,B,700000,700000,2,49,1,22802,19449,1
1793,B,800000,800000,2,58,1,90000,6723,1
1794,B,700000,700000,2,26,0,179712,17870,1
1795,B,800000,800000,3,58,1,,7980,1
1796,B,800000,800000,2,50,0,73043,180000,1
1797,B,300000,300000,2,23,1,57298,18306,1
1798,B,700000,700000,2,40,1,106962,43432,1
1799,B,600000,300000,6,23,1,10882,45042,1
1800,B,600000,600000,2,57,1,53542,26384,1
1801,B,800000,800000,2,48,1,43539,179882,1
1802,B,900000,300000,6,20,0,56813,46409,1
1803,B,1200000,300000,7,58,1,40311,6511,1
1804,A,600000,600000,6,21,1,188835,58326,1
1805,B,600000,600000,2,26,1,,29669,1
1806,B,200000,200000,6,19,1,37176,19236,1
1807,B,500000,300000,11,38,1,7749,62271,1
1808,B,1000000,1000000,3,69,1,0,13019,1
1809,B,400000,400000,2,26,1,0,18261,1
1810,B,200000,200000,6,21,1,47602,46026,1
1811,B,1000000,300000,6,22,1,90677,41790,1
1812,B,500000,500000,2,31,1,5688,37710,1
1813,B,500000,300000,13,27,1,30022,45764,1
1814,B,300000,300000,6,22,1,158813,31707,1
1815,B,800000,800000,2,35,1,19803,10485,1
1816,B,800000,800000,7,29,1,11622,32700,1
1817,B,600000,600000,2,27,1,6583,82719,1
1818,B,800000,800000,2,35,1,0,7020,1
1819,B,800000,300000,7,54,1,0,4950,1
1820,B,800000,300000,7,57,1,22416,19160,1
1821,B,800000,800000,2,32,1,16300,16717,1
1822,B,800000,800000,2,40,1,252402,20286,1
1823,B,1300000,1300000,4,46,1,92992,23850,1
1824,B,200000,200000,2,25,1,151768,24300,1
1825,B,1300000,1300000,4,43,1,73573,36217,1
1826,B,700000,200000,6,25,1,146143,40353,1
1827,B,1100000,300000,2,24,1,0,6138,1
1828,B,700000,200000,6,22,1,33890,1704,1
1829,B,200000,200000,6,21,1,55542,8208,1
1830,B,800000,800000,3,25,1,15390,11207,1
1831,B,800000,300000,7,64,1,1652,30582,1
1832,B,600000,600000,2,30,1,17338,1575,1
1833,B,800000,300000,7,57,1,2854,33840,1
1834,A,600000,600000,2,24,1,24883,11706,1
1835,B,500000,500000,2,25,1,18385,28439,1
1836,B,800000,800000,2,49,1,,59575,1
1837,B,600000,300000,2,25,1,0,20439,1
1838,R,700000,700000,2,24,1,164616,53028,1
1839,B,1300000,1300000,2,34,0,84018,22770,1
1840,A,700000,700000,7,44,1,19856,29898,1
1841,B,600000,300000,8,65,1,48432,41670,1
1842,B,1000000,1000000,2,25,1,64943,15632,1
1843,B,400000,300000,11,30,1,,27045,1
1844,B,1000000,1000000,2,24,1,35271,74039,1
1845,B,800000,800000,2,43,1,12593,12591,1
1846,B,500000,250000,11,29,1,7359,5832,1
1847,R,700000,200000,7,48,1,93517,10890,1
1848,B,1300000,1300000,4,56,1,115167,36428,1
1849,B,700000,700000,2,24,1,9876,27167,1
1850,B,200000,200000,6,22,1,12983,3233,1
1851,A,1000000,1000000,3,24,1,38123,10557,1
1852,R,800000,800000,2,23,1,0,32868,1
1853,B,500000,500000,3,30,0,41339,65142,1
1854,B,800000,800000,2,42,1,,84150,1
1855,B,500000,500000,2,29,1,0,0,1
1856,B,700000,700000,3,26,1,32054,23945,1
1857,B,1300000,1300000,2,37,1,433296,5434,1
1858,B,700000,700000,2,24,1,126925,13137,1
1859,B,800000,800000,2,32,1,999,10890,1
1860,B,200000,200000,6,23,1,52908,12312,1
1861,B,500000,500000,2,24,1,0,11151,1
1862,B,700000,600000,2,33,1,0,22468,1
1863,B,500000,500000,2,33,1,114746,29610,1
1864,B,800000,800000,2,40,0,3610,28935,1
1865,A,1100000,1100000,2,48,0,106328,93628,1
1866,B,600000,600000,2,25,1,21318,23553,1
1867,B,800000,800000,2,25,1,,38790,1
1868,B,800000,800000,2,49,1,14108,60193,1
1869,B,800000,800000,2,56,1,0,8811,1
1870,B,700000,400000,7,29,1,145647,8010,1
1871,B,1300000,600000,2,29,1,69636,31368,1
1872,B,600000,600000,2,31,1,0,27243,1
1873,B,800000,800000,2,50,1,14516,18306,1
1874,B,600000,600000,2,30,1,32191,20368,1
1875,A,1300000,1300000,2,25,1,45730,47558,1
1876,B,1300000,1300000,3,27,1,49497,16470,1
1877,B,400000,400000,2,24,0,7240,8820,1
1878,B,600000,600000,2,44,1,14630,10782,1
1879,B,1000000,1000000,3,24,1,369939,11970,1
1880,B,600000,600000,2,27,0,,8109,1
1881,B,700000,700000,2,27,1,86560,38700,1
1882,B,700000,700000,2,30,1,66446,15629,1
1883,B,700000,700000,2,33,0,0,155619,1
1884,R,1300000,1300000,3,32,0,158580,125730,1
1885,B,900000,400000,2,26,1,102203,54919,1
1886,B,800000,800000,2,50,1,0,14355,1
1887,B,800000,800000,12,38,1,4703,3695,1
1888,B,500000,500000,2,52,1,83980,66780,1
1889,B,800000,800000,4,54,1,0,92160,1
1890,A,700000,700000,2,26,1,29785,8792,1
1891,B,700000,700000,2,24,1,0,8712,1
1892,B,1300000,600000,12,53,1,149362,15930,1
1893,B,1000000,1000000,2,24,1,10754,4500,1
1894,A,1100000,900000,2,23,1,32906,2277,1
1895,B,900000,300000,6,21,1,157212,13851,1
1896,B,600000,600000,2,36,0,7524,4050,1
1897,B,600000,300000,6,22,0,,12911,1
1898,B,1300000,1300000,2,49,1,42409,47197,1
1899,B,1100000,1100000,2,27,1,69781,7911,1
1900,B,800000,800000,2,48,0,0,58515,1
1901,A,600000,300000,8,79,1,9415,15777,1
1902,B,800000,800000,2,31,1,23320,13194,1
1903,B,1300000,1300000,2,30,0,0,25740,1
1904,B,400000,400000,2,22,1,4494,8901,1
1905,B,800000,800000,2,56,1,68528,180000,1
1906,B,800000,800000,5,31,1,7885,36879,1
1907,B,1200000,1200000,3,24,1,311647,26172,1
1908,B,1300000,1300000,2,32,0,109415,37574,1
1909,B,700000,200000,5,42,1,129380,83683,1
1910,B,800000,800000,2,57,1,1036,17406,1
1911,B,800000,300000,6,21,1,0,14850,1
1912,B,1100000,1100000,2,29,1,29850,13455,1
1913,B,700000,600000,2,25,1,0,73494,1
1914,B,800000,300000,6,22,1,11506,18295,1
1915,B,600000,600000,2,41,1,71349,179711,1
1916,B,200000,200000,11,27,1,2508,22716,1
1917,B,500000,500000,2,34,1,,66925,1
1918,A,1000000,1000000,2,30,1,34448,26469,1
1919,B,1000000,1000000,2,26,0,15960,24840,1
1920,A,700000,700000,2,29,1,0,17226,1
1921,B,1200000,1100000,4,60,1,48791,3281,1
1922,B,700000,700000,2,50,1,37430,13950,1
1923,A,700000,200000,6,21,1,21200,13138,1
1924,B,800000,300000,7,64,1,0,10827,1
1925,B,600000,600000,5,39,1,22762,8802,1
1926,B,500000,500000,2,56,1,45458,11385,1
1927,B,800000,400000,2,37,1,61067,12078,1
1928,B,300000,300000,7,45,1,855826,183085,1
1929,B,400000,400000,1,58,1,2484,3766,1
1930,B,900000,300000,6,20,1,26731,9365,1
1931,B,800000,800000,2,41,1,21318,22608,1
1932,B,600000,600000,5,54,1,541490,19296,1
1933,B,500000,500000,2,25,1,35255,11781,1
1934,B,400000,300000,6,23,1,4000,12736,1
1935,B,800000,800000,2,24,1,0,10782,1
1936,B,500000,300000,6,22,1,2038,3555,1
1937,B,800000,800000,2,54,1,3324,23850,1
1938,B,500000,500000,2,26,1,49195,38490,1
1939,B,1000000,600000,2,49,1,59755,45027,1
1940,B,800000,800000,2,57,1,13033,180000,1
1941,B,800000,800000,7,47,1,0,13158,1
1942,B,700000,300000,2,34,1,0,38088,1
1943,B,1100000,1100000,2,31,1,113454,36064,1
1944,B,800000,300000,8,74,1,19354,8937,1
1945,B,800000,800000,2,46,0,,7128,1
1946,B,800000,300000,7,62,1,15064,14535,1
1947,B,800000,800000,1,72,1,28744,17820,1
1948,B,1300000,300000,7,46,1,24138,17766,1
1949,B,500000,500000,13,28,1,0,14314,1
1950,B,400000,400000,2,54,1,7720,15386,1
1951,B,500000,300000,6,22,1,2299,19593,1
1952,B,800000,300000,6,20,1,38311,30498,1
1953,B,200000,200000,6,21,1,0,52814,1
1954,B,700000,700000,2,25,1,19823,10188,1
1955,R,1100000,1100000,2,29,1,60955,21780,1
1956,B,800000,300000,6,22,1,60492,7915,1
1957,B,700000,700000,2,48,1,,7461,1
1958,B,200000,200000,6,21,1,31596,14625,1
1959,B,800000,800000,7,59,1,11320,9900,1
1960,B,500000,500000,2,23,1,3382,37620,1
1961,B,800000,800000,2,43,1,17221,10120,1
1962,B,800000,800000,2,39,1,50254,17828,1
1963,B,200000,200000,7,22,1,160558,20535,1
1964,B,500000,500000,2,24,0,0,8613,1
1965,B,500000,500000,2,28,1,4389,5397,1
1966,B,500000,500000,2,24,1,3972,9000,1
1967,B,200000,200000,6,21,1,61153,12920,1
1968,B,400000,300000,6,22,1,6166,0,1
1969,B,500000,300000,2,24,1,19465,4716,1
1970,B,500000,300000,2,24,1,,4716,1
1971,B,400000,400000,2,25,0,7618,49590,1
1972,B,600000,600000,2,32,0,0,6039,1
1973,B,500000,300000,11,62,0,135587,63928,1
1974,B,1300000,300000,4,52,1,183021,6371,1
1975,B,500000,500000,2,27,1,35215,16298,1
1976,B,1300000,800000,7,43,1,47995,5023,1
1977,B,1300000,300000,4,59,1,59845,27676,1
1978,B,600000,300000,2,44,1,14606,90000,1
1979,B,800000,800000,3,31,0,4584,1169,1
1980,B,800000,300000,7,57,1,,8237,1
1981,B,800000,800000,2,57,1,,8447,1
1982,B,1300000,300000,7,43,1,92751,17351,1
1983,B,800000,300000,8,77,1,1780,15691,1
1984,B,600000,600000,2,50,1,43336,1479,1
1985,B,1200000,1200000,4,52,1,15737,38863,1
1986,B,500000,500000,2,26,0,69807,29310,1
1987,B,700000,500000,5,88,1,34884,26234,1
1988,B,1000000,1000000,2,24,1,173902,9887,1
1989,B,800000,800000,2,53,1,18370,12470,1
1990,B,800000,800000,10,36,1,58789,105233,1
1991,B,800000,300000,4,75,1,25076,6166,1
1992,B,400000,400000,2,50,1,15415,5739,1
1993,B,1300000,1300000,2,60,1,43076,10118,1
1994,B,1000000,1000000,2,66,1,79017,931,1
1995,B,600000,300000,4,37,1,22535,18006,1
1996,B,800000,800000,2,65,1,0,8642,1
1997,B,1200000,1200000,2,56,0,64813,41524,1
1998,B,500000,500000,2,23,1,10324,2926,1
1999,B,600000,600000,2,47,1,46525,13927,1
2000,B,800000,300000,7,56,1,28084,462,1
2001,B,1000000,1000000,2,26,1,212846,55264,1
2002,B,400000,400000,8,81,1,19513,15562,1
2003,B,800000,800000,8,86,1,3854,513,1
2004,B,700000,300000,8,86,1,9003,3197,1
2005,B,600000,600000,4,47,1,0,63687,1
2006,B,500000,500000,7,54,1,23921,7911,1
2007,B,600000,600000,4,57,1,15352,55187,1
2008,B,700000,200000,7,48,1,132690,10458,1
2009,B,1200000,1200000,4,62,1,105210,1556,1
2010,B,800000,300000,7,57,1,0,25532,1
2011,B,700000,200000,6,19,0,16723,14400,1
2012,B,200000,200000,8,59,0,44892,9184,1
2013,A,800000,800000,2,56,1,49131,179577,1
2014,A,1200000,1200000,2,38,1,259311,11039,1
2015,B,1200000,1200000,4,45,1,4083,5287,1
2016,B,800000,800000,2,61,1,14162,10744,1
2017,B,1300000,1300000,1,61,1,8554,77868,1
2018,B,700000,300000,7,53,1,88938,20160,1
2019,B,800000,300000,7,65,1,213122,30890,1
2020,B,800000,800000,8,85,1,10389,1622,1
2021,B,600000,600000,4,58,1,,13355,1
2022,B,800000,800000,4,53,1,5653,19305,1
2023,B,700000,700000,2,65,1,0,21491,1
2024,B,1200000,1200000,13,41,1,71426,5931,1
2025,B,600000,600000,2,30,1,47362,29943,1
2026,B,1100000,300000,3,63,1,130120,2878,1
2027,B,900000,700000,2,27,1,43426,43817,1
2028,R,1200000,700000,2,24,1,97971,25305,1
2029,B,400000,400000,4,55,1,16650,4742,1
2030,B,500000,500000,2,49,0,23214,5456,1
2031,B,800000,300000,4,56,1,21185,18520,1
2032,A,1100000,300000,4,39,1,60915,23004,1
2033,B,1200000,1100000,7,56,1,62481,32066,1
2034,B,200000,200000,8,79,1,78040,16859,1
2035,B,800000,400000,8,90,1,36754,8148,1
2036,B,400000,300000,8,82,1,0,3748,1
2037,B,800000,800000,7,59,1,15070,65691,1
2038,B,400000,400000,7,48,1,3781,10850,1
2039,A,500000,300000,4,51,1,117021,25190,1
2040,B,500000,300000,6,21,0,14370,4506,1
2041,B,800000,800000,4,60,1,85485,23166,1
2042,B,800000,300000,2,53,1,9259,5694,1
2043,B,800000,300000,7,50,1,24000,8010,1
2044,B,1000000,1000000,1,58,1,817505,29339,1
2045,B,800000,300000,7,53,1,0,20529,1
2046,B,1000000,1000000,2,27,0,193954,13860,1
2047,B,600000,300000,7,55,1,3781,8010,1
2048,B,600000,600000,1,78,0,30910,3293,1
2049,R,1000000,1000000,10,30,1,69799,10368,1
2050,B,1300000,1300000,4,52,1,220083,26965,1
2051,B,800000,800000,7,53,1,2787,11657,1
2052,B,200000,200000,3,23,1,205776,1080,1
2053,B,800000,800000,2,56,0,28013,7219,1
2054,B,500000,500000,4,49,1,0,36234,1
2055,B,600000,600000,4,50,1,0,13297,1
2056,B,800000,500000,8,67,1,34784,26142,1
2057,B,800000,800000,4,60,1,2442,1044,1
2058,B,700000,700000,3,31,1,19874,25490,1
2059,B,800000,300000,4,49,1,19293,28564,1
2060,B,700000,300000,7,50,1,13340,1745,1
2061,B,800000,800000,8,68,1,2523,7668,1
2062,A,800000,300000,11,66,1,26845,22075,1
2063,B,800000,300000,4,56,1,87876,22033,1
2064,B,1000000,500000,8,73,0,308773,40930,1
2065,B,700000,300000,4,64,1,608,5544,1
2066,B,1300000,300000,8,67,1,30000,7113,1
2067,B,600000,600000,7,67,1,5013,6072,1
2068,B,700000,700000,10,33,0,1160,3633,1
2069,B,300000,300000,6,22,1,0,7929,1
2070,A,1100000,1100000,7,56,1,75475,17028,1
2071,A,600000,600000,7,25,1,40049,19157,1
2072,B,600000,300000,7,57,1,1976,25938,1
2073,B,800000,800000,2,28,1,85726,44694,1
2074,B,700000,700000,2,47,1,47690,4100,1
2075,B,800000,800000,8,82,0,4878,7377,1
2076,B,600000,600000,7,64,1,5338,6651,1
2077,B,1300000,1300000,2,49,1,124730,70038,1
2078,B,1000000,1000000,2,51,1,203592,22284,1
2079,B,1200000,300000,7,59,1,24370,21285,1
2080,B,200000,200000,2,65,1,18283,2167,1
2081,B,600000,600000,2,31,0,8597,19118,1
2082,B,1300000,1300000,10,60,1,99100,13455,1
2083,B,600000,300000,7,55,1,9785,24228,1
2084,B,800000,800000,4,59,1,14176,11025,1
2085,B,800000,800000,2,56,1,147285,29807,1
2086,B,700000,700000,2,32,1,3745,9990,1
2087,B,1100000,1100000,2,49,1,67064,8694,1
2088,A,800000,800000,2,60,1,0,8635,1
2089,B,1000000,1000000,2,58,1,98576,20967,1
2090,B,1200000,1200000,5,79,1,149632,73810,1
2091,B,600000,600000,2,27,0,10071,10764,1
2092,B,600000,600000,2,27,0,,10764,1
2093,B,800000,800000,2,47,0,0,36522,1
2094,B,1200000,300000,7,52,1,97454,2772,1
2095,B,1000000,1000000,2,45,0,380022,55584,1
2096,B,1300000,300000,4,43,1,1710,22909,1
2097,B,800000,800000,2,43,0,1863,5435,1
2098,B,600000,600000,2,26,1,30029,0,1
2099,B,700000,700000,3,30,1,12255,2862,1
2100,B,800000,800000,2,59,0,941,12139,1
2101,B,1300000,1300000,2,43,1,62050,31951,1
2102,B,700000,700000,2,29,1,0,16920,1
2103,B,800000,300000,4,65,1,67670,48897,1
2104,B,1000000,1000000,7,32,1,97110,20451,1
2105,B,800000,800000,2,37,1,0,9924,1
2106,B,1300000,300000,7,59,1,123144,175230,1
2107,B,500000,300000,4,74,1,9102,9236,1
2108,B,500000,500000,2,24,1,0,5643,1
2109,A,1000000,300000,6,21,1,52811,1285,1
2110,B,200000,200000,5,56,1,0,59994,1
2111,B,500000,500000,2,30,0,20760,27168,1
2112,A,700000,400000,2,22,1,250775,2871,1
2113,B,1200000,400000,2,23,1,74044,5445,1
2114,B,800000,500000,2,75,1,0,10890,1
2115,B,800000,300000,11,63,0,30671,44710,1
2116,A,200000,200000,6,25,1,26117,9175,1
2117,B,700000,700000,7,53,1,20154,13966,1
2118,B,1300000,800000,8,69,1,149657,35633,1
2119,B,600000,300000,7,51,1,6385,27252,1
2120,B,500000,500000,5,77,1,43124,22362,1
2121,B,800000,500000,8,81,1,8310,13770,1
2122,A,700000,200000,6,20,1,78239,3971,1
2123,B,1300000,300000,7,56,1,54502,942,1
2124,B,700000,700000,4,52,1,17012,2249,1
2125,B,800000,800000,2,30,0,18195,6634,1
2126,B,800000,300000,7,52,1,13153,6979,1
2127,B,1300000,300000,4,49,1,25542,40026,1
2128,B,1000000,1000000,4,65,1,56827,49099,1
2129,B,1000000,1000000,2,33,1,172592,28283,1
2130,B,1100000,1100000,2,32,1,87694,14311,1
2131,B,200000,200000,6,20,1,10924,15797,1
2132,B,1000000,1000000,3,57,1,0,9000,1
2133,B,700000,700000,2,26,1,262706,16658,1
2134,B,700000,700000,8,83,1,9608,25821,1
2135,B,800000,800000,4,80,1,,28827,1
2136,B,300000,300000,13,59,1,,14905,1
2137,B,700000,700000,8,92,0,32219,17987,1
2138,B,800000,800000,4,71,1,88439,43362,1
2139,B,1100000,1100000,4,58,1,220450,48969,1
2140,B,1000000,1000000,2,24,1,96691,20350,1
2141,B,800000,300000,4,60,1,91976,12238,1
2142,B,700000,300000,8,82,1,18320,7830,1
2143,B,800000,800000,2,31,1,2717,43386,1
2144,B,700000,300000,6,24,0,4841,11943,1
2145,B,700000,700000,2,48,1,24200,17020,1
2146,B,1100000,1100000,2,71,0,11313,15344,1
2147,B,1300000,500000,8,64,1,268005,10550,1
2148,B,500000,500000,2,26,1,8201,11004,1
2149,B,900000,900000,2,24,1,31687,5040,1
2150,B,700000,700000,3,25,1,14586,15269,1
2151,B,1200000,1000000,2,40,1,34123,11475,1
2152,B,1300000,1300000,1,61,0,11058,10764,1
2153,B,1100000,300000,7,43,1,11948,46286,1
