No,card,credit1,credit2,work,age,sex,90days,14days,CP
2692,R,400000,400000,2,27,1,20760,11583,1
2693,R,1000000,1000000,10,51,1,32939,162332,1
2694,R,700000,700000,2,43,1,0,50580,1
2695,R,1000000,1000000,3,65,0,0,122265,1
2696,R,1000000,1000000,1,64,0,108400,100080,1
2697,R,600000,600000,2,25,1,5500,91575,1
2698,R,700000,700000,2,26,1,75597,41670,1
2699,R,700000,700000,2,41,1,,55134,1
2700,R,600000,600000,2,39,0,102960,16920,1
2701,R,1000000,1000000,2,51,0,4285,39294,1
2702,R,1000000,1000000,2,51,0,98278,37334,1
2703,R,500000,500000,2,28,0,24000,41670,1
2704,R,1000000,1000000,2,30,1,523,5642,1
2705,R,700000,700000,2,41,1,52023,120014,1
2706,R,1000000,1000000,2,32,0,38156,6066,1
2707,R,700000,700000,2,27,1,109000,81162,1
2708,R,500000,500000,2,27,1,82315,12960,1
2709,R,1000000,1000000,2,31,1,1387,180000,1
2710,R,700000,700000,1,67,1,1746,73350,1
2711,R,1000000,1000000,5,54,0,25520,70380,1
2712,A,600000,600000,4,62,1,22044,15780,1
2713,R,600000,600000,2,58,0,3833,34245,1
2714,R,1000000,1000000,1,45,0,29367,50670,1
2715,R,700000,700000,2,32,1,55880,129285,1
2716,R,400000,400000,2,28,1,3411,2268,1
2717,R,600000,600000,2,51,1,7774,13860,1
2718,R,700000,700000,2,25,1,19836,87210,1
2719,R,500000,500000,2,26,0,35530,20880,1
2720,R,1000000,1000000,3,48,1,,63540,1
2721,A,300000,300000,1,49,1,207183,59670,1
2722,R,1000000,1000000,2,52,1,22301,14490,1
2723,R,500000,500000,2,28,0,49826,27810,1
2724,R,500000,300000,6,21,0,,16227,1
2725,R,1000000,300000,11,51,1,16323,145824,1
2726,R,1000000,1000000,2,45,0,,17622,1
2727,R,600000,600000,5,37,1,2873,88943,1
2728,R,1000000,300000,7,60,1,39102,53910,1
2729,R,500000,500000,2,36,1,89177,28175,1
2730,R,1000000,300000,7,35,1,2881,35047,1
2731,R,200000,200000,6,20,1,26311,24151,1
2732,R,700000,700000,2,25,1,,96996,1
2733,R,700000,300000,7,50,1,86481,16632,1
2734,R,1000000,1000000,2,46,1,17720,27117,1
2735,R,600000,600000,2,29,1,37483,31779,1
2736,R,200000,200000,6,20,0,0,32274,1
2737,R,300000,300000,2,27,1,,59707,1
2738,R,700000,700000,2,28,1,82560,22629,1
2739,R,600000,600000,3,37,0,9949,21672,1
2740,R,700000,700000,2,33,0,651967,123840,1
2741,R,600000,600000,12,26,1,408041,34780,1
2742,R,500000,500000,2,31,1,63986,93953,1
2743,R,500000,500000,5,37,0,7315,144054,1
2744,R,700000,700000,2,31,0,15444,35640,1
2745,R,700000,700000,2,30,1,30492,56761,1
2746,R,700000,700000,5,60,1,30305,31770,1
2747,R,700000,700000,2,39,1,309428,35640,1
2748,R,1000000,1000000,2,34,1,297446,50292,1
2749,R,1000000,1000000,4,54,1,13696,133825,1
2750,R,400000,300000,7,33,1,65237,16236,1
2751,R,1000000,1000000,2,47,1,5426,33750,1
2752,R,200000,200000,6,22,1,,26820,1
2753,R,600000,600000,2,38,1,1587,93150,1
2754,R,600000,600000,1,37,0,,75874,1
2755,R,700000,700000,11,54,1,25964,91170,1
2756,R,600000,400000,2,56,1,152916,94635,1
2757,R,600000,600000,2,25,1,66790,22545,1
2758,R,600000,600000,2,26,1,0,63684,1
2759,B,700000,700000,2,28,1,142995,101497,1
2760,R,300000,300000,7,29,1,228563,5893,1
2761,R,1000000,1000000,2,52,0,427478,10980,1
2762,R,1000000,1000000,2,56,0,97504,91637,1
2763,R,500000,500000,2,25,1,61759,12642,1
2764,R,500000,300000,7,48,1,454224,175230,1
2765,R,400000,400000,2,32,1,48926,133740,1
2766,R,700000,500000,7,53,1,32028,101021,1
2767,R,700000,700000,2,30,0,0,14808,1
2768,R,500000,300000,2,55,1,44915,122850,1
2769,B,500000,500000,2,28,1,48360,31189,1
2770,R,500000,500000,2,28,1,37934,55329,1
2771,R,1000000,300000,8,75,1,5211,4123,1
2772,R,500000,500000,2,25,0,,5320,1
2773,R,1000000,1000000,10,36,1,208050,35564,1
2774,B,600000,400000,2,23,1,36311,50094,1
2775,A,1000000,1000000,2,28,1,39453,19352,1
2776,R,1000000,1000000,4,57,1,20893,83785,1
2777,R,500000,300000,5,34,1,,15930,1
2778,R,1000000,1000000,2,57,0,96198,44388,1
2779,R,600000,600000,2,59,1,43809,13950,1
2780,R,700000,700000,1,46,1,510076,120780,1
2781,R,600000,300000,7,50,1,40837,85555,1
2782,R,500000,500000,2,33,1,31605,10232,1
2783,R,400000,300000,4,49,1,121628,180000,1
2784,R,1000000,1000000,2,43,1,63417,21866,1
2785,R,1000000,1000000,2,41,0,67377,51570,1
2786,R,700000,700000,10,27,1,195917,5841,1
2787,R,600000,600000,2,35,1,22741,10550,1
2788,R,1000000,1000000,2,36,0,,103140,1
2789,R,500000,500000,1,50,0,358600,143550,1
2790,R,700000,300000,12,50,1,,181548,1
2791,R,500000,500000,2,42,1,622851,40288,1
2792,R,700000,300000,7,29,1,0,20880,1
2793,A,1000000,1000000,2,41,0,278015,30441,1
2794,A,1000000,300000,4,46,1,64402,31659,1
2795,R,1000000,1000000,2,51,1,71175,17024,1
2796,R,600000,400000,2,35,1,0,31680,1
2797,A,1000000,1000000,2,47,1,70437,27963,1
2798,R,1000000,1000000,2,45,0,0,190000,1
2799,R,600000,600000,2,26,0,2192,34580,1
2800,R,1000000,1000000,2,38,0,0,22770,1
2801,R,500000,500000,2,25,0,12493,38092,1
2802,R,700000,700000,2,37,0,148155,34059,1
2803,R,700000,700000,2,31,1,3449,18905,1
2804,R,600000,600000,2,28,1,121757,32067,1
2805,R,500000,500000,2,25,0,62193,17594,1
2806,R,1000000,1000000,2,48,1,130573,0,1
2807,R,700000,700000,2,56,1,10090,18432,1
2808,R,1000000,1000000,2,48,1,69746,137700,1
2809,R,600000,600000,2,46,1,82609,10719,1
2810,R,400000,300000,7,58,1,48803,78210,1
2811,R,1000000,1000000,4,64,1,15157,37452,1
2812,R,1000000,1000000,3,39,0,634589,125730,1
2813,R,700000,700000,2,37,0,295864,180000,1
2814,R,700000,700000,2,34,1,52339,119723,1
2815,R,700000,300000,6,23,1,31665,23593,1
2816,R,600000,600000,12,35,1,143785,3344,1
2817,R,200000,200000,5,49,0,29158,170010,1
2818,R,200000,200000,6,21,0,3415,24840,1
2819,R,700000,300000,5,55,1,185484,23940,1
2820,R,1000000,1000000,2,50,0,23500,32787,1
2821,R,600000,300000,7,56,1,,28800,1
2822,R,1000000,1000000,13,55,1,25798,29295,1
2823,R,600000,600000,2,56,1,25000,67573,1
2824,A,600000,300000,6,24,1,4147,28710,1
2825,A,200000,200000,6,19,1,171603,5445,1
2826,R,400000,400000,2,24,1,270428,6372,1
2827,R,200000,200000,2,61,0,98010,142560,1
2828,R,500000,500000,2,27,1,21577,69480,1
2829,R,1000000,1000000,2,46,1,22179,41895,1
2830,R,200000,200000,7,57,1,62318,54540,1
2831,A,500000,500000,5,56,0,,196020,1
2832,B,200000,200000,2,25,1,118180,20048,1
2833,R,1000000,1000000,4,64,1,1200,495,1
2834,R,1000000,1000000,3,62,1,23420,38262,1
2835,R,1000000,1000000,2,38,0,27993,72360,1
2836,R,500000,300000,6,22,1,187218,34076,1
2837,R,1000000,1000000,2,36,1,154677,85725,1
2838,R,1000000,1000000,2,38,1,20493,45713,1
2839,R,1000000,1000000,2,35,0,247998,49194,1
2840,R,600000,600000,3,24,1,30975,180000,1
2841,R,700000,300000,7,41,1,1257,24750,1
2842,R,400000,300000,7,42,1,149569,10098,1
2843,R,500000,500000,5,44,1,195213,32543,1
2844,R,400000,400000,2,27,1,524,16313,1
2845,R,400000,400000,2,27,1,19905,16313,1
2846,R,400000,400000,2,27,1,,16313,1
2847,R,1000000,1000000,3,40,0,598700,53550,1
2848,R,500000,500000,2,43,1,22486,82260,1
2849,R,500000,500000,2,27,1,41013,14323,1
2850,R,1000000,1000000,2,40,0,544138,23655,1
2851,R,500000,500000,2,25,1,2603,82062,1
2852,R,1000000,300000,7,49,1,4645,14126,1
2853,R,200000,200000,6,21,1,35426,25830,1
2854,R,700000,700000,2,30,1,8693,11961,1
2855,R,600000,600000,2,28,0,0,128700,1
2856,R,600000,600000,12,51,1,5959,15971,1
2857,R,500000,500000,2,45,1,438878,66121,1
2858,R,1000000,1000000,2,29,1,20640,33750,1
2859,R,1000000,1000000,2,68,1,158318,47223,1
2860,R,1000000,300000,7,36,1,,937,1
2861,R,500000,500000,2,43,1,,27281,1
2862,R,1000000,1000000,2,29,0,12444,3749,1
2863,A,600000,300000,7,49,1,117480,63083,1
2864,R,600000,600000,2,28,1,19445,42669,1
2865,R,500000,300000,6,21,1,103156,47182,1
2866,R,200000,200000,6,22,0,7781,6865,1
2867,R,1000000,1000000,3,30,1,20996,28850,1
2868,R,600000,600000,4,51,1,383067,72324,1
2869,R,600000,600000,2,26,1,,31860,1
2870,A,400000,400000,13,53,1,16043,60167,1
2871,R,1000000,1000000,3,44,0,297606,63450,1
2872,R,500000,500000,10,30,0,176618,49761,1
2873,R,1000000,300000,7,49,1,22477,371,1
2874,R,700000,700000,8,52,1,59130,58768,1
2875,R,1000000,1000000,4,61,1,,8478,1
2876,R,300000,300000,6,21,1,1822,6822,1
2877,R,1000000,1000000,3,34,1,25952,10592,1
2878,R,200000,200000,6,22,0,1045,2385,1
2879,R,1000000,1000000,2,27,0,136990,56520,1
2880,R,1000000,1000000,2,46,1,11944,180000,1
2881,R,700000,700000,2,43,0,163239,29789,1
2882,R,1000000,1000000,3,36,0,13511,98100,1
2883,R,500000,500000,2,45,0,40500,28519,1
2884,R,1000000,1000000,2,39,1,9689,64350,1
2885,R,200000,200000,2,35,0,83237,156845,1
2886,R,200000,200000,2,35,0,186716,52560,1
2887,R,700000,700000,2,36,1,0,14346,1
2888,R,200000,200000,7,65,1,68995,15370,1
2889,A,1000000,1000000,2,32,1,178202,176122,1
2890,R,600000,600000,2,28,1,20064,61965,1
2891,R,700000,300000,11,48,1,9365,26820,1
2892,R,1000000,1000000,2,34,1,21346,4059,1
2893,R,1000000,1000000,2,33,1,221364,33895,1
2894,R,600000,600000,2,30,1,18018,26226,1
2895,R,700000,300000,7,57,1,5723,21582,1
2896,R,1000000,800000,2,51,1,11454,25830,1
2897,R,700000,700000,2,32,1,0,34740,1
2898,R,700000,500000,7,53,1,16317,14445,1
2899,R,1000000,1000000,2,54,1,0,22860,1
2900,R,600000,300000,7,42,1,41304,24264,1
2901,R,1000000,1000000,2,46,0,221288,69750,1
2902,R,700000,700000,1,50,1,50580,16533,1
2903,R,1000000,1000000,4,63,1,3753,113171,1
2904,R,1000000,1000000,2,35,1,112809,110636,1
2905,R,500000,500000,2,44,1,33427,4158,1
2906,R,700000,700000,2,27,1,4779,100872,1
2907,R,1000000,1000000,4,52,1,22090,173102,1
2908,R,400000,400000,2,26,1,103049,22272,1
2909,R,1000000,1000000,3,34,1,5295,24840,1
2910,R,1000000,1000000,2,45,1,13365,15837,1
2911,R,700000,700000,2,28,1,24412,11871,1
2912,R,1000000,1000000,2,55,1,,162450,1
2913,R,1000000,1000000,2,30,0,40106,53249,1
2914,R,700000,700000,2,27,0,70934,63965,1
2915,R,700000,700000,2,47,1,217496,107478,1
2916,R,500000,300000,8,78,1,115792,127741,1
2917,R,500000,500000,2,33,1,89919,156220,1
2918,B,1000000,300000,7,56,1,169854,103455,1
2919,R,200000,200000,2,24,1,67136,11385,1
2920,R,1000000,1000000,4,51,1,40801,177714,1
2921,R,1000000,300000,12,53,1,9360,48600,1
2922,R,1000000,1000000,1,54,0,83279,176310,1
2923,R,1000000,1000000,1,54,0,40254,176310,1
2924,R,1000000,1000000,2,27,1,,22875,1
2925,R,1000000,500000,3,57,1,7544,6534,1
2926,R,1000000,1000000,2,46,1,47258,67968,1
2927,R,600000,600000,2,34,0,34181,26919,1
2928,A,1000000,1000000,2,38,0,20540,177507,1
2929,R,1000000,1000000,2,44,0,261382,81270,1
2930,R,400000,400000,4,41,1,231048,25650,1
2931,R,1000000,1000000,3,43,0,14290,4741,1
2932,R,200000,200000,7,27,1,60000,17465,1
2933,R,700000,700000,2,32,1,0,74092,1
2934,R,1000000,1000000,2,29,0,323342,156033,1
2935,R,1000000,300000,2,43,1,3800,46517,1
2936,R,1000000,300000,7,63,1,4266,75240,1
2937,R,600000,600000,7,34,1,32286,81963,1
2938,R,1000000,1000000,2,32,1,52114,151470,1
2939,R,600000,600000,2,28,1,94911,34621,1
2940,R,600000,600000,2,28,1,524,34621,1
2941,R,700000,300000,6,22,1,16067,21582,1
2942,R,1000000,1000000,2,29,1,387777,95526,1
2943,R,700000,700000,2,27,1,149729,14751,1
2944,R,1000000,1000000,2,53,1,177478,5377,1
2945,R,600000,600000,2,28,1,5288,82037,1
2946,R,1000000,1000000,5,59,1,30322,22707,1
2947,R,1000000,1000000,2,27,0,0,55638,1
2948,R,400000,400000,2,28,1,,0,1
2949,R,1000000,1000000,2,32,0,2783,116280,1
2950,R,600000,600000,2,28,1,31560,11475,1
2951,B,1000000,1000000,2,31,1,13590,79992,1
2952,R,500000,300000,2,26,1,62796,34542,1
2953,R,1000000,1000000,2,40,0,179495,2412,1
2954,R,700000,700000,2,60,0,484885,50580,1
2955,R,1000000,1000000,2,33,0,3000,180000,1
2956,R,600000,600000,3,30,0,184840,53055,1
2957,A,600000,600000,2,28,1,119343,96275,1
2958,R,700000,700000,5,51,1,70831,0,1
2959,R,1000000,1000000,2,51,1,80827,41607,1
2960,R,700000,700000,12,33,1,3782,21645,1
2961,R,600000,600000,2,40,1,7293,24930,1
2962,R,1000000,1000000,4,32,1,87,55764,1
2963,R,1000000,1000000,2,45,1,,28449,1
2964,R,700000,700000,3,27,0,134871,92397,1
2965,R,1000000,1000000,2,30,1,6643,24930,1
2966,R,1000000,1000000,3,37,1,139825,3397,1
2967,R,700000,700000,2,26,1,94216,8511,1
2968,R,600000,600000,2,26,0,,41670,1
2969,A,700000,700000,2,26,1,74284,4482,1
2970,R,1000000,1000000,3,28,1,20536,30879,1
2971,A,300000,300000,7,50,1,21632,180000,1
2972,R,1000000,1000000,2,32,1,81888,170550,1
2973,R,600000,600000,2,26,1,135811,35494,1
2974,R,700000,700000,4,45,1,35743,84519,1
2975,R,600000,300000,7,36,1,47004,84400,1
2976,R,1000000,1000000,2,44,0,80744,77580,1
2977,B,200000,200000,7,51,1,41933,21780,1
2978,R,1000000,1000000,2,30,1,80471,32968,1
2979,R,700000,700000,7,59,1,60000,33651,1
2980,R,700000,700000,2,34,1,0,42750,1
2981,R,1000000,1000000,2,43,1,174713,161788,1
2982,R,1000000,1000000,2,37,1,22515,96120,1
2983,R,1000000,700000,8,67,1,25189,177210,1
2984,R,1000000,1000000,2,35,0,,88200,1
2985,B,1000000,1000000,3,55,1,168097,3782,1
2986,R,1000000,300000,12,34,1,263580,12366,1
2987,R,1000000,1000000,3,55,1,211065,30508,1
2988,R,600000,600000,2,28,0,170763,66024,1
2989,R,1000000,1000000,3,57,1,9255,9185,1
2990,R,1000000,1000000,2,29,1,7550,27819,1
2991,R,1000000,600000,8,77,1,18152,6075,1
2992,R,1000000,1000000,3,28,1,14412,41760,1
2993,R,300000,300000,2,53,0,73104,7883,1
2994,R,600000,600000,2,35,1,265693,4026,1
2995,R,500000,500000,2,28,1,1240,119205,1
2996,R,1000000,1000000,2,60,0,524,12960,1
2997,R,1000000,1000000,2,60,0,26143,12960,1
2998,R,700000,700000,2,25,0,,25830,1
2999,R,1000000,1000000,2,39,1,3071,46017,1
3000,A,500000,500000,2,25,1,328873,6630,1
3001,R,600000,600000,1,36,0,64363,33066,1
3002,R,500000,500000,2,34,1,8286,5742,1
3003,R,600000,600000,2,28,0,180657,18405,1
3004,A,600000,600000,13,44,0,364231,39006,1
3005,R,600000,600000,2,31,1,,16200,1
3006,R,500000,500000,2,27,1,,15732,1
3007,R,1000000,1000000,4,68,1,505780,188100,1
3008,R,700000,700000,2,48,1,217805,165033,1
3009,R,400000,400000,2,37,0,,25830,1
3010,R,700000,700000,2,52,1,5317,129780,1
3011,R,600000,600000,2,31,1,43472,47718,1
3012,R,700000,700000,2,31,0,,66123,1
3013,R,500000,500000,2,26,0,188920,58630,1
3014,R,600000,600000,3,29,1,,7020,1
3015,R,1000000,300000,4,50,1,35529,44566,1
3016,R,700000,700000,4,39,1,35761,34394,1
3017,R,700000,700000,2,27,1,157814,23850,1
3018,R,1000000,300000,4,62,1,,24543,1
3019,R,700000,300000,7,55,1,100964,114930,1
3020,R,1000000,1000000,2,48,0,38352,34670,1
3021,R,500000,500000,2,26,1,52446,4743,1
3022,R,1000000,1000000,2,44,1,23720,41967,1
3023,R,1000000,1000000,2,63,1,446594,21246,1
3024,R,700000,700000,1,65,1,53019,34740,1
3025,R,400000,400000,2,26,1,53686,16397,1
3026,R,400000,400000,2,38,1,232447,36275,1
3027,R,400000,400000,2,38,1,,36275,1
3028,R,1000000,1000000,1,55,0,11543,67212,1
3029,R,500000,500000,2,24,1,223164,4446,1
3030,R,700000,700000,7,31,1,64603,7515,1
3031,R,600000,600000,2,36,1,,143550,1
3032,R,200000,200000,2,20,1,0,5238,1
3033,R,1000000,300000,2,63,1,7315,43650,1
3034,R,1500000,1500000,2,24,1,,18744,1
3035,R,600000,600000,7,83,1,4313,12147,1
3036,R,700000,400000,2,54,1,0,26820,1
3037,R,700000,700000,2,30,0,,73350,1
3038,R,1000000,1000000,3,25,1,60411,2660,1
3039,R,1000000,1000000,2,30,0,39220,14475,1
3040,A,1000000,1000000,7,56,1,186261,13943,1
3041,A,600000,600000,3,24,0,178294,32318,1
3042,R,700000,500000,2,28,1,36912,23364,1
3043,R,700000,700000,2,56,0,162785,95648,1
3044,R,1000000,1000000,2,50,1,47322,48006,1
3045,R,1000000,1000000,2,34,0,9884,34290,1
3046,R,1000000,1000000,2,66,0,65192,3374,1
3047,R,700000,300000,4,57,1,227724,18527,1
3048,R,1000000,1000000,10,29,1,167300,16074,1
3049,R,1000000,1000000,2,43,1,61490,2664,1
3050,R,700000,700000,2,37,0,22083,9756,1
3051,A,700000,700000,5,55,1,46403,7874,1
3052,R,700000,700000,2,38,1,50305,2307,1
3053,R,1000000,1000000,2,49,0,25393,30710,1
3054,R,1000000,1000000,2,27,0,15310,60357,1
3055,R,600000,600000,2,29,1,43931,25114,1
3056,R,600000,600000,2,47,1,65808,23378,1
3057,R,1000000,1000000,2,34,1,87183,21164,1
3058,R,1000000,500000,2,32,0,127393,9292,1
3059,R,1000000,1000000,3,57,1,57453,7803,1
3060,R,1200000,800000,2,30,1,72617,23872,1
3061,R,700000,700000,2,29,0,12293,95085,1
3062,R,600000,600000,2,43,1,28499,8347,1
3063,R,1000000,800000,7,47,1,,40578,1
3064,R,1000000,1000000,2,32,0,9514,48170,1
3065,R,600000,600000,2,30,1,7623,37925,1
3066,R,1000000,1000000,2,37,1,64751,10399,1
3067,R,600000,600000,2,51,1,266665,187040,1
3068,R,600000,600000,2,29,1,181650,62649,1
3069,R,600000,600000,2,28,1,2898,23355,1
3070,R,1000000,1000000,2,36,0,2717,90315,1
3071,A,1200000,1200000,4,68,1,28204,162037,1
3072,R,1000000,1000000,2,25,0,133041,65499,1
3073,R,1000000,1000000,1,32,1,7350,127911,1
3074,R,1200000,300000,4,44,1,0,10467,1
3075,R,1000000,300000,6,25,0,16590,32330,1
3076,B,200000,200000,4,50,1,178193,61380,1
3077,R,600000,600000,2,55,0,66050,122257,1
3078,R,600000,600000,2,23,1,53661,16893,1
3079,R,700000,700000,2,26,1,7087,15669,1
3080,R,600000,600000,2,36,1,30906,9936,1
3081,R,500000,500000,2,46,1,334363,86130,1
3082,R,600000,600000,2,33,1,37739,306,1
3083,R,1000000,1000000,2,54,1,477284,151674,1
3084,R,1000000,1000000,4,53,1,75193,17955,1
3085,R,1000000,1000000,2,54,0,29400,25444,1
3086,R,1000000,1000000,2,37,0,16000,142650,1
3087,R,600000,600000,2,25,1,,17074,1
3088,R,1000000,1000000,2,57,0,29629,39324,1
3089,R,700000,300000,7,56,1,4324,67404,1
3090,A,400000,400000,2,27,1,16632,9702,1
3091,R,600000,300000,7,49,1,17338,53550,1
3092,R,1000000,1000000,2,34,1,6356,9633,1
3093,R,600000,300000,7,55,1,3135,64922,1
3094,R,500000,500000,5,41,1,0,39690,1
3095,R,1000000,1000000,13,68,1,46893,25988,1
3096,R,600000,300000,13,26,1,775,9540,1
3097,R,1000000,300000,7,51,1,147704,3060,1
3098,R,1000000,1000000,2,33,1,,45531,1
3099,R,1000000,1000000,2,54,1,,114642,1
3100,R,1000000,300000,2,66,1,6486,5832,1
3101,R,1000000,1000000,10,52,1,70129,81688,1
3102,R,1500000,1500000,2,29,0,738,50283,1
3103,R,1000000,1000000,2,28,1,43346,14445,1
3104,R,700000,300000,7,58,1,50031,16850,1
3105,R,700000,700000,2,23,1,5980,17955,1
3106,R,1000000,1000000,2,52,1,129268,10890,1
3107,R,1000000,1000000,2,29,0,2604,71729,1
3108,R,1000000,1000000,2,37,0,1700,8870,1
3109,R,1000000,1000000,2,31,1,148594,24402,1
3110,R,600000,300000,6,25,0,28216,21060,1
3111,R,1500000,1500000,5,32,0,,14660,1
3112,R,1000000,1000000,2,41,0,135500,3582,1
3113,R,700000,700000,2,30,1,80917,102092,1
3114,R,1000000,300000,7,29,1,10315,8413,1
3115,R,1000000,1000000,2,29,0,61309,26235,1
3116,R,1000000,300000,4,60,1,102602,7231,1
3117,R,1000000,1000000,10,35,0,,9630,1
3118,R,700000,400000,2,23,1,45702,19574,1
3119,R,1500000,1500000,2,53,0,33664,11590,1
3120,R,1000000,1000000,4,53,1,14249,20235,1
3121,R,1200000,300000,4,59,1,36575,3998,1
3122,R,600000,300000,6,23,1,71027,21919,1
3123,R,1000000,1000000,2,26,1,130746,9495,1
3124,R,1000000,300000,7,49,1,29821,8415,1
3125,R,1000000,1000000,2,70,1,6462,8645,1
3126,R,1000000,1000000,2,35,0,83144,27945,1
3127,R,1500000,1500000,3,50,0,98843,14018,1
3128,R,1500000,1500000,2,44,1,42826,75516,1
3129,A,1000000,1000000,2,36,0,34010,57915,1
3130,R,600000,600000,2,24,1,13680,2862,1
3131,R,200000,200000,2,26,1,36423,0,1
3132,R,1000000,1000000,2,32,0,836,13455,1
3133,R,700000,700000,2,26,1,524,12492,1
3134,R,1000000,400000,2,23,1,69197,42300,1
3135,B,700000,700000,2,30,0,68756,179910,1
3136,R,700000,700000,2,27,0,21616,16431,1
3137,A,1000000,1000000,2,71,0,23974,83160,1
3138,R,1000000,300000,7,51,1,30219,28559,1
3139,A,500000,500000,2,28,1,285707,17017,1
3140,B,600000,600000,2,26,1,39784,31680,1
3141,R,1100000,300000,5,32,1,47953,32760,1
3142,R,1000000,1000000,2,55,0,25288,6796,1
3143,R,1000000,1000000,2,51,1,5009,1026,1
3144,R,600000,600000,2,29,0,221722,180000,1
3145,R,700000,700000,2,35,1,43701,8135,1
3146,A,600000,600000,2,52,1,202936,77007,1
3147,R,1500000,300000,7,57,1,2841,19349,1
3148,R,500000,300000,6,21,0,,16322,1
3149,R,1000000,1000000,2,33,1,54847,19652,1
3150,R,700000,700000,2,25,0,1023,13320,1
3151,R,500000,500000,3,27,0,0,17860,1
3152,R,600000,300000,2,24,1,19200,35541,1
3153,R,1000000,1000000,2,53,1,105796,167048,1
3154,R,1500000,300000,4,59,1,0,3069,1
3155,R,1000000,1000000,5,46,0,0,0,1
3156,R,1000000,1000000,2,28,1,36127,8981,1
3157,R,1000000,1000000,2,60,1,5212,28026,1
3158,R,500000,400000,2,37,1,3267,19117,1
3159,R,600000,600000,2,24,1,26577,7551,1
3160,R,1000000,1000000,2,27,1,6845,12023,1
3161,R,1000000,1000000,2,36,1,51027,0,1
3162,R,500000,400000,2,59,1,49472,10123,1
3163,R,700000,700000,2,25,1,22779,31978,1
3164,R,700000,700000,2,26,1,120555,14425,1
3165,R,700000,700000,2,43,1,78154,5200,1
3166,R,900000,300000,6,23,1,138849,9503,1
3167,R,400000,300000,6,22,0,3459,16010,1
3168,R,1000000,500000,2,36,1,21786,8901,1
3169,R,1000000,1000000,2,47,0,9132,5144,1
3170,R,400000,400000,2,33,0,,2551,1
3171,R,700000,700000,2,33,1,12547,41374,1
3172,R,1000000,1000000,4,64,1,63421,178200,1
3173,R,1000000,1000000,2,28,1,9307,245016,1
3174,R,1000000,300000,4,67,1,78094,10404,1
3175,R,1000000,1000000,8,76,0,60702,3373,1
3176,R,700000,700000,5,63,1,292182,18120,1
3177,R,500000,500000,8,80,1,7689,22576,1
3178,R,1000000,1000000,1,55,1,5862,54810,1
3179,R,700000,700000,2,25,1,412148,19620,1
3180,R,1000000,1000000,2,29,1,64269,47521,1
3181,R,600000,600000,2,27,1,16701,59807,1
3182,R,500000,500000,2,23,1,72276,26534,1
3183,R,1000000,1000000,3,57,1,125375,63558,1
3184,R,700000,700000,8,69,1,3550,26624,1
3185,R,700000,700000,2,28,1,35169,32076,1
3186,R,1000000,1000000,2,52,1,10878,33390,1
3187,R,700000,300000,7,26,0,34305,25238,1
3188,R,1000000,800000,2,28,1,30721,20633,1
3189,R,1500000,1500000,2,36,1,43678,7202,1
3190,R,700000,700000,2,28,1,25158,4545,1
3191,R,400000,400000,6,22,1,5206,10782,1
3192,R,700000,700000,2,31,0,20135,4765,1
3193,R,1000000,1000000,2,57,0,294690,148500,1
3194,R,700000,700000,2,44,1,21210,67406,1
3195,R,700000,300000,6,32,0,30636,21785,1
3196,R,1000000,1000000,2,26,1,94817,23976,1
3197,R,800000,800000,3,26,0,0,136620,1
3198,R,1000000,1000000,2,27,1,,32013,1
3199,R,1500000,1500000,2,31,0,43938,12161,1
3200,R,700000,700000,2,38,1,5027,9854,1
3201,R,700000,700000,2,27,1,45103,114119,1
3202,R,700000,300000,7,59,1,1083,801,1
3203,R,600000,300000,7,56,1,13050,13941,1
3204,R,1000000,1000000,2,33,1,83973,14940,1
3205,R,800000,700000,7,64,1,245304,326196,1
3206,R,1000000,1000000,2,27,0,150597,22737,1
3207,R,700000,700000,2,57,0,0,78250,1
3208,R,700000,700000,2,29,1,33668,91139,1
3209,R,700000,700000,2,29,1,,91139,1
3210,R,600000,600000,2,24,1,,505,1
3211,R,500000,500000,2,23,1,14601,24653,1
3212,B,700000,700000,2,50,1,21664,4294,1
3213,R,600000,600000,7,43,1,9568,1558,1
3214,R,1000000,900000,2,44,1,,8911,1
3215,R,200000,200000,2,52,1,88843,17575,1
3216,R,300000,300000,6,20,1,35345,10692,1
3217,R,200000,200000,6,21,1,155958,20538,1
3218,R,200000,200000,6,21,1,,20538,1
3219,R,600000,600000,2,26,1,6614,41085,1
3220,R,500000,500000,7,30,1,95163,76326,1
3221,R,500000,500000,2,30,1,145814,19028,1
3222,R,700000,700000,2,27,1,123416,6822,1
3223,R,200000,200000,7,25,1,72169,57880,1
3224,R,500000,500000,2,25,1,211504,6897,1
3225,R,200000,200000,6,21,1,32472,9126,1
3226,R,400000,300000,2,23,1,11024,3209,1
3227,R,600000,600000,2,42,0,4645,980,1
3228,R,200000,200000,7,26,1,5077,21831,1
3229,B,200000,200000,8,25,1,62889,85095,1
3230,R,200000,200000,2,21,1,0,7920,1
3231,R,1000000,800000,2,34,1,24251,14430,1
3232,R,400000,300000,6,22,1,13320,14886,1
3233,R,200000,200000,6,20,1,114549,14563,1
3234,R,700000,700000,2,37,1,0,9230,1
3235,R,1000000,1000000,3,28,1,836,13244,1
3236,R,1000000,300000,7,30,1,42855,185121,1
3237,R,1000000,500000,4,60,1,503050,84330,1
3238,R,500000,500000,2,24,1,186060,132010,1
3239,B,700000,700000,2,25,1,93941,35995,1
